datetime,humidity,temperature,PC0_1,PC0_3,PC0_5,PC10,PC1_0,PC2_5,PC5_0,PM0_1,PM0_3,PM0_5,PM10,PM1_0,PM2_5,PM5_0
28-06-2026-00-00-00,63.8,30.2,31405.0,8471.0,3364.0,0.0,59.0,0.0,0.0,0.026241,0.21735,0.56875,0.620975,0.618676,0.620975,0.620975
28-06-2026-00-00-01,63.8,30.2,31293.0,8363.0,3199.0,0.0,56.0,0.0,0.0,0.026148,0.214828,0.548966,0.598256,0.596414,0.598256,0.598256
28-06-2026-00-00-02,63.9,30.2,30151.0,7926.0,2998.0,0.0,51.0,0.0,0.0,0.025193,0.204015,0.517146,0.560492,0.560492,0.560492,0.560492
28-06-2026-00-00-03,63.9,30.2,28455.0,7341.0,2779.0,0.0,45.0,0.0,0.0,0.023776,0.189391,0.479632,0.518021,0.518021,0.518021,0.518021
28-06-2026-00-00-04,63.8,30.2,27269.0,6944.0,2624.0,0.0,42.0,0.0,0.0,0.022785,0.17946,0.453528,0.489261,0.489261,0.489261,0.489261
28-06-2026-00-00-05,63.8,30.2,27334.0,6994.0,2617.0,0.0,45.0,0.0,0.0,0.022839,0.180636,0.454055,0.492384,0.492384,0.492384,0.492384
28-06-2026-00-00-06,64.0,30.2,28376.0,7601.0,2772.0,0.0,57.0,0.0,0.0,0.02371,0.19519,0.484719,0.5418,0.53258,0.5418,0.5418
28-06-2026-00-00-07,64.0,30.2,29461.0,8530.0,3084.0,0.0,76.0,2.0,0.0,0.024616,0.217063,0.539174,0.630601,0.60294,0.630601,0.630601
28-06-2026-00-00-08,63.9,30.2,30398.0,9356.0,3366.0,0.0,92.0,3.0,0.0,0.0254,0.236484,0.588039,0.705866,0.665289,0.705866,0.705866
28-06-2026-00-00-09,63.9,30.2,31265.0,10106.0,3624.0,0.0,106.0,3.0,0.0,0.026124,0.254121,0.632636,0.770396,0.721512,0.770396,0.770396
28-06-2026-00-00-10,63.8,30.2,32071.0,10789.0,3861.0,0.0,118.0,4.0,0.0,0.026798,0.270211,0.673486,0.826669,0.772248,0.826669,0.826669
28-06-2026-00-00-11,63.8,30.2,32822.0,11414.0,4079.0,0.0,128.0,4.0,0.0,0.027426,0.284945,0.710992,0.876871,0.81831,0.876871,0.876871
28-06-2026-00-00-12,63.9,30.2,33136.0,11847.0,4233.0,0.0,135.0,4.0,0.0,0.027687,0.294968,0.73707,0.910897,0.850024,0.910897,0.910897
28-06-2026-00-00-13,63.9,30.2,32263.0,11831.0,4238.0,0.0,135.0,4.0,0.0,0.026958,0.293869,0.736524,0.911794,0.849537,0.911794,0.911794
28-06-2026-00-00-14,63.8,30.2,30512.0,11284.0,4089.0,0.0,127.0,4.0,0.0,0.025495,0.280082,0.707139,0.871838,0.813277,0.871838,0.871838
28-06-2026-00-00-15,63.8,30.2,28654.0,10438.0,3784.0,0.0,111.0,4.0,0.0,0.023943,0.259428,0.654696,0.805586,0.747939,0.805586,0.805586
28-06-2026-00-00-16,63.8,30.2,27343.0,9777.0,3527.0,0.0,99.0,4.0,0.0,0.022847,0.24342,0.611874,0.776938,0.69538,0.758564,0.776938
28-06-2026-00-00-17,63.8,30.2,27403.0,9588.0,3330.0,0.0,92.0,5.0,0.0,0.022897,0.239218,0.587095,0.763197,0.664611,0.741169,0.763197
28-06-2026-00-00-18,63.8,30.2,29194.0,9956.0,3195.0,0.0,90.0,7.0,0.0,0.024394,0.249003,0.58278,0.792364,0.658201,0.755511,0.792364
28-06-2026-00-00-19,63.8,30.2,31175.0,10363.0,3082.0,0.0,88.0,8.0,0.0,0.026049,0.259845,0.581735,0.805942,0.656094,0.769089,0.805942
28-06-2026-00-00-20,63.9,30.2,33007.0,10731.0,2977.0,0.0,87.0,9.0,0.0,0.02758,0.269694,0.580688,0.815072,0.654161,0.778218,0.815072
28-06-2026-00-00-21,63.9,30.2,34702.0,11065.0,2882.0,0.0,86.0,10.0,0.0,0.028996,0.278638,0.579659,0.817248,0.652248,0.784154,0.817248
28-06-2026-00-00-22,63.9,30.2,36873.0,11860.0,3017.0,0.0,98.0,11.0,0.0,0.03081,0.29839,0.613531,0.861411,0.695915,0.843036,0.861411
28-06-2026-00-00-23,63.9,30.2,40860.0,13391.0,3537.0,0.0,126.0,12.0,0.0,0.034141,0.336255,0.70568,0.989137,0.811611,0.974417,0.989137
28-06-2026-00-00-24,63.8,30.2,44516.0,14796.0,4048.0,0.0,151.0,12.0,0.0,0.037196,0.371016,0.793798,1.08842,0.92009,1.08842,1.08842
28-06-2026-00-00-25,63.8,30.2,46626.0,15660.0,4477.0,0.0,169.0,12.0,0.0,0.038959,0.392251,0.859926,1.16456,1.001297,1.16456,1.16456
28-06-2026-00-00-26,63.8,30.2,46839.0,15900.0,4825.0,0.0,180.0,11.0,0.0,0.039137,0.397858,0.901819,1.200593,1.053015,1.200593,1.200593
28-06-2026-00-00-27,63.8,30.2,47027.0,16118.0,5150.0,0.0,191.0,10.0,0.0,0.039294,0.402938,0.940893,1.237224,1.101178,1.237224,1.237224
28-06-2026-00-00-28,63.8,30.2,47679.0,16442.0,5476.0,0.0,203.0,9.0,0.0,0.039839,0.410784,0.982801,1.282875,1.152823,1.282875,1.282875
28-06-2026-00-00-29,63.8,30.2,48298.0,16751.0,5778.0,0.0,213.0,9.0,0.0,0.040356,0.418268,1.02175,1.326198,1.2003,1.326198,1.326198
28-06-2026-00-00-30,63.7,30.2,48159.0,16491.0,5821.0,0.0,209.0,8.0,0.0,0.04024,0.412278,1.020311,1.304073,1.195231,1.304073,1.304073
28-06-2026-00-00-31,63.7,30.2,45736.0,15305.0,5437.0,0.0,185.0,5.0,0.0,0.038216,0.383508,0.951405,1.184291,1.106349,1.184291,1.184291
28-06-2026-00-00-32,63.8,30.2,43831.0,14350.0,5050.0,0.0,164.0,4.0,0.0,0.036624,0.36038,0.887873,1.081389,1.025584,1.081389,1.081389
28-06-2026-00-00-33,63.8,30.2,42530.0,13643.0,4710.0,0.0,148.0,3.0,0.0,0.035537,0.343336,0.835317,1.000636,0.959131,1.000636,1.000636
28-06-2026-00-00-34,63.9,30.2,41326.0,13002.0,4399.0,0.0,133.0,2.0,0.0,0.034531,0.32787,0.787344,0.93152,0.899236,0.93152,0.93152
28-06-2026-00-00-35,63.9,30.2,40455.0,12535.0,4173.0,0.0,120.0,1.0,0.0,0.033803,0.316602,0.752452,0.87798,0.853545,0.87798,0.87798
28-06-2026-00-00-36,63.8,30.2,39996.0,12266.0,4049.0,0.0,108.0,1.0,0.0,0.033419,0.310159,0.733123,0.841989,0.824006,0.841989,0.841989
28-06-2026-00-00-37,63.8,30.2,39556.0,12008.0,3934.0,0.0,98.0,1.0,0.0,0.033052,0.30396,0.714855,0.810598,0.796768,0.810598,0.810598
28-06-2026-00-00-38,63.9,30.2,39149.0,11773.0,3828.0,0.0,88.0,0.0,0.0,0.032712,0.29832,0.698157,0.783033,0.772428,0.783033,0.783033
28-06-2026-00-00-39,63.9,30.2,38773.0,11559.0,3731.0,0.0,81.0,0.0,0.0,0.032397,0.293187,0.68289,0.75983,0.750609,0.75983,0.75983
28-06-2026-00-00-40,63.7,30.2,37714.0,11120.0,3620.0,0.0,72.0,0.0,0.0,0.031513,0.282402,0.660531,0.727679,0.721227,0.727679,0.727679
28-06-2026-00-00-41,63.7,30.2,36273.0,10564.0,3504.0,0.0,64.0,0.0,0.0,0.030309,0.268646,0.634692,0.693124,0.688514,0.693124,0.693124
28-06-2026-00-00-42,63.9,30.2,35142.0,10133.0,3411.0,0.0,57.0,0.0,0.0,0.029363,0.257965,0.614296,0.67375,0.662688,0.67375,0.67375
28-06-2026-00-00-43,63.9,30.2,34573.0,9913.0,3330.0,0.0,52.0,2.0,0.0,0.028888,0.252542,0.600394,0.687312,0.644536,0.67635,0.687312
28-06-2026-00-00-44,63.9,30.2,34851.0,9995.0,3308.0,0.0,48.0,4.0,0.0,0.02912,0.254624,0.600129,0.730693,0.640879,0.697598,0.730693
28-06-2026-00-00-45,63.9,30.2,35166.0,10089.0,3295.0,0.0,45.0,5.0,0.0,0.029383,0.257005,0.601182,0.749196,0.639011,0.712343,0.749196
28-06-2026-00-00-46,63.8,30.2,35605.0,10226.0,3303.0,0.0,42.0,6.0,0.0,0.029751,0.260452,0.605452,0.763581,0.640949,0.726727,0.763581
28-06-2026-00-00-47,63.8,30.2,36927.0,10667.0,3430.0,0.0,40.0,7.0,0.0,0.030855,0.271503,0.629803,0.799284,0.663736,0.76243,0.799284
28-06-2026-00-00-48,63.7,30.2,38415.0,11159.0,3574.0,0.0,39.0,8.0,0.0,0.032098,0.28385,0.657187,0.853699,0.690029,0.805779,0.853699
28-06-2026-00-00-49,63.7,30.2,40721.0,11931.0,3753.0,0.0,39.0,12.0,0.0,0.034025,0.303199,0.695207,0.940884,0.72793,0.885656,0.940884
28-06-2026-00-00-50,64.0,30.2,43040.0,12692.0,3918.0,0.0,38.0,14.0,0.0,0.035963,0.322309,0.731581,1.003252,0.764009,0.948024,1.003252
28-06-2026-00-00-51,64.0,30.2,44144.0,13016.0,3989.0,0.0,37.0,14.0,0.0,0.036885,0.330544,0.747178,1.019216,0.778131,0.963988,1.019216
28-06-2026-00-00-52,63.8,30.2,43537.0,12748.0,3889.0,0.0,34.0,13.0,0.0,0.036378,0.323983,0.730246,0.98923,0.75875,0.934002,0.98923
28-06-2026-00-00-53,63.8,30.2,42916.0,12484.0,3791.0,0.0,31.0,12.0,0.0,0.03586,0.317521,0.713456,0.962907,0.739807,0.90768,0.962907
28-06-2026-00-00-54,63.9,30.2,42194.0,12193.0,3680.0,0.0,29.0,12.0,0.0,0.035256,0.310351,0.694791,0.924834,0.719252,0.880673,0.924834
28-06-2026-00-00-55,63.9,30.2,41262.0,11839.0,3475.0,0.0,26.0,11.0,0.0,0.034477,0.301567,0.664599,0.861799,0.687083,0.843424,0.861799
28-06-2026-00-00-56,63.8,30.2,40557.0,11570.0,3271.0,0.0,24.0,11.0,0.0,0.033888,0.29492,0.636557,0.802051,0.657241,0.802051,0.802051
28-06-2026-00-00-57,63.8,30.2,39089.0,11040.0,3042.0,0.0,27.0,8.0,0.0,0.032662,0.281727,0.599449,0.73602,0.622111,0.73602,0.73602
28-06-2026-00-00-58,63.9,30.2,37678.0,10539.0,2834.0,0.0,43.0,7.0,0.0,0.031483,0.26925,0.565244,0.724203,0.601597,0.705829,0.724203
28-06-2026-00-00-59,63.9,30.2,,,,,,,,,,,,,,
28-06-2026-00-01-00,63.9,30.2,36855.0,10460.0,2764.0,0.0,82.0,8.0,0.0,0.030795,0.266785,0.555551,0.766018,0.62448,0.740231,0.766018
28-06-2026-00-01-01,63.9,30.2,37323.0,11102.0,3022.0,0.0,112.0,10.0,0.0,0.031186,0.281654,0.597278,0.868606,0.691554,0.831753,0.868606
28-06-2026-00-01-02,63.9,30.2,37793.0,11697.0,3259.0,0.0,139.0,12.0,0.0,0.031579,0.295484,0.635859,0.947096,0.75206,0.910243,0.947096
28-06-2026-00-01-03,63.9,30.2,38252.0,12250.0,3487.0,0.0,164.0,13.0,0.0,0.031962,0.30834,0.672608,1.016309,0.81026,0.983214,1.016309
28-06-2026-00-01-04,63.8,30.2,38472.0,12682.0,3695.0,0.0,187.0,14.0,0.0,0.032146,0.318274,0.704281,1.063503,0.861113,1.045128,1.063503
28-06-2026-00-01-05,63.8,30.2,38580.0,13042.0,3882.0,0.0,202.0,14.0,0.0,0.032237,0.32648,0.731946,1.100305,0.901113,1.085585,1.100305
28-06-2026-00-01-06,63.9,30.2,38699.0,13383.0,4060.0,0.0,203.0,13.0,0.0,0.032336,0.334278,0.758344,1.098771,0.928129,1.098771,1.098771
28-06-2026-00-01-07,63.9,30.2,38602.0,13623.0,4194.0,0.0,202.0,12.0,0.0,0.032255,0.339592,0.777626,1.107242,0.947205,1.107242,1.107242
28-06-2026-00-01-08,63.8,30.2,37603.0,13320.0,4112.0,0.0,193.0,10.0,0.0,0.03142,0.331921,0.761386,1.058558,0.922969,1.058558,1.058558
28-06-2026-00-01-09,63.8,30.2,37361.0,12975.0,3982.0,0.0,177.0,8.0,0.0,0.031218,0.323936,0.739903,0.993985,0.887912,0.993985,0.993985
28-06-2026-00-01-10,63.8,30.2,37456.0,12767.0,3912.0,0.0,165.0,6.0,0.0,0.031297,0.319331,0.727925,0.951591,0.865813,0.951591,0.951591
28-06-2026-00-01-11,63.8,30.2,38126.0,12757.0,4004.0,0.0,161.0,5.0,0.0,0.031857,0.319671,0.737884,0.940468,0.872674,0.940468,0.940468
28-06-2026-00-01-12,63.8,30.2,38721.0,12735.0,4107.0,0.0,158.0,4.0,0.0,0.032355,0.319666,0.7487,0.934741,0.881247,0.934741,0.934741
28-06-2026-00-01-13,63.8,30.2,39660.0,12846.0,4266.0,0.0,159.0,3.0,0.0,0.033139,0.322956,0.768576,0.946887,0.902156,0.946887,0.946887
28-06-2026-00-01-14,63.8,30.2,41753.0,13355.0,4638.0,0.0,170.0,2.0,0.0,0.034887,0.336178,0.820628,0.999486,0.963061,0.999486,0.999486
28-06-2026-00-01-15,63.8,30.2,45937.0,14605.0,5341.0,0.0,190.0,2.0,0.0,0.038384,0.367884,0.925797,1.115831,1.084931,1.115831,1.115831
28-06-2026-00-01-16,63.8,30.2,50157.0,15863.0,6045.0,0.0,209.0,2.0,0.0,0.04191,0.399793,1.03114,1.234134,1.206473,1.234134,1.234134
28-06-2026-00-01-17,63.8,30.2,53063.0,16672.0,6563.0,0.0,224.0,1.0,0.0,0.044337,0.42046,1.105902,1.317194,1.293216,1.317194,1.317194
28-06-2026-00-01-18,63.8,30.2,55395.0,17286.0,6988.0,0.0,234.0,1.0,0.0,0.046286,0.436268,1.166095,1.382277,1.361995,1.382277,1.382277
28-06-2026-00-01-19,63.8,30.2,56625.0,17544.0,7224.0,0.0,235.0,2.0,0.0,0.047314,0.443126,1.197649,1.435234,1.394228,1.43158,1.435234
28-06-2026-00-01-20,63.9,30.2,57784.0,17792.0,7433.0,0.0,235.0,4.0,0.0,0.048282,0.449681,1.226017,1.502743,1.423039,1.484368,1.502743
28-06-2026-00-01-21,63.9,30.2,58448.0,17878.0,7559.0,0.0,232.0,5.0,0.0,0.048837,0.45217,1.241669,1.530438,1.435976,1.512064,1.530438
28-06-2026-00-01-22,63.9,30.2,57486.0,17417.0,7424.0,0.0,217.0,6.0,0.0,0.048034,0.440977,1.216395,1.503181,1.398101,1.484807,1.503181
28-06-2026-00-01-23,63.9,30.2,54482.0,16227.0,6942.0,0.0,193.0,7.0,0.0,0.045524,0.411608,1.136721,1.409437,1.298363,1.391063,1.409437
28-06-2026-00-01-24,63.8,30.2,52575.0,15361.0,6483.0,0.0,174.0,7.0,0.0,0.04393,0.390483,1.067664,1.35378,1.213165,1.316927,1.35378
28-06-2026-00-01-25,63.8,30.2,52129.0,14949.0,6177.0,0.0,164.0,8.0,0.0,0.043557,0.380826,1.025963,1.297224,1.163556,1.27885,1.297224
28-06-2026-00-01-26,63.9,30.2,53193.0,15097.0,6126.0,0.0,170.0,9.0,0.0,0.044446,0.385051,1.024873,1.300468,1.167718,1.29316,1.300468
28-06-2026-00-01-27,63.9,30.2,53920.0,15139.0,6059.0,0.0,174.0,8.0,0.0,0.045054,0.386603,1.019488,1.27722,1.165609,1.27722,1.27722
28-06-2026-00-01-28,63.8,30.2,55121.0,15366.0,6111.0,0.0,184.0,6.0,0.0,0.046057,0.392723,1.031026,1.276166,1.18532,1.276166,1.276166
28-06-2026-00-01-29,63.8,30.2,58234.0,16282.0,6530.0,0.0,208.0,6.0,0.0,0.048659,0.415983,1.098025,1.354187,1.272562,1.354187,1.354187
28-06-2026-00-01-30,63.8,30.2,61858.0,17369.0,7291.0,0.0,251.0,7.0,0.0,0.051686,0.443551,1.205104,1.534388,1.41502,1.516013,1.534388
28-06-2026-00-01-31,63.8,30.2,65101.0,18346.0,8080.0,0.0,293.0,9.0,0.0,0.054397,0.46829,1.312258,1.706691,1.557347,1.677251,1.706691
28-06-2026-00-01-32,63.8,30.2,66724.0,18840.0,8742.0,0.0,325.0,9.0,0.0,0.055752,0.4808,1.393819,1.829189,1.665967,1.792335,1.829189
28-06-2026-00-01-33,63.8,30.2,66974.0,18939.0,9287.0,0.0,349.0,9.0,0.0,0.055961,0.483226,1.45321,1.912239,1.745335,1.875386,1.912239
28-06-2026-00-01-34,63.9,30.2,66147.0,18652.0,9884.0,0.0,374.0,11.0,0.0,0.05527,0.476061,1.508388,2.024047,1.82167,1.972474,2.024047
28-06-2026-00-01-35,63.9,30.2,65748.0,18478.0,10503.0,0.0,402.0,13.0,0.0,0.054937,0.471812,1.568784,2.13126,1.904934,2.076033,2.13126
28-06-2026-00-01-36,63.9,30.2,65621.0,18266.0,11034.0,0.0,427.0,14.0,0.0,0.05483,0.466929,1.619324,2.223929,1.976808,2.172355,2.223929
28-06-2026-00-01-37,63.9,30.2,63667.0,17402.0,11165.0,0.0,435.0,16.0,0.0,0.053198,0.445791,1.611915,2.222621,1.97592,2.185768,2.222621
28-06-2026-00-01-38,63.9,30.2,61474.0,16447.0,10946.0,0.0,424.0,15.0,0.0,0.051366,0.422431,1.565709,2.153954,1.920626,2.1171,2.153954
28-06-2026-00-01-39,63.9,30.2,59810.0,15669.0,10702.0,0.0,414.0,14.0,0.0,0.049975,0.403479,1.521242,2.11495,1.867837,2.05231,2.11495
28-06-2026-00-01-40,63.8,30.2,58462.0,15019.0,10503.0,0.0,409.0,13.0,0.0,0.048849,0.387686,1.484694,2.080639,1.82707,2.006932,2.080639
28-06-2026-00-01-41,63.8,30.2,57466.0,14529.0,10323.0,0.0,427.0,15.0,0.0,0.048017,0.375798,1.453941,2.111339,1.811189,2.0155,2.111339
28-06-2026-00-01-42,63.8,30.2,56642.0,14631.0,10140.0,0.0,452.0,18.0,1.0,0.047328,0.377422,1.436467,2.166991,1.814341,2.052777,2.166991
28-06-2026-00-01-43,63.8,30.2,56350.0,15087.0,10028.0,0.0,480.0,20.0,1.0,0.047085,0.387467,1.43481,2.238994,1.836466,2.109956,2.238994
28-06-2026-00-01-44,63.8,30.2,55221.0,15333.0,9835.0,0.0,496.0,22.0,1.0,0.046141,0.392066,1.419304,2.269957,1.834297,2.122545,2.269957
28-06-2026-00-01-45,63.8,30.2,54041.0,15526.0,9644.0,0.0,509.0,22.0,1.0,0.045155,0.395431,1.402734,2.245836,1.828114,2.12421,2.245836
28-06-2026-00-01-46,63.8,30.2,53148.0,15728.0,9469.0,0.0,521.0,23.0,0.0,0.044409,0.399232,1.388248,2.23214,1.824133,2.128993,2.23214
28-06-2026-00-01-47,63.8,30.2,52091.0,15848.0,9273.0,0.0,530.0,23.0,0.0,0.043526,0.401059,1.369546,2.188646,1.812425,2.122352,2.188646
28-06-2026-00-01-48,63.7,30.2,52233.0,16355.0,9268.0,0.0,550.0,24.0,0.0,0.043644,0.412622,1.380637,2.197397,1.840511,2.15689,2.197397
28-06-2026-00-01-49,63.7,30.2,53100.0,17019.0,9350.0,0.0,554.0,22.0,0.0,0.044369,0.428325,1.404853,2.182504,1.868504,2.16413,2.182504
28-06-2026-00-01-50,63.7,30.2,53624.0,16990.0,9134.0,0.0,533.0,18.0,0.0,0.044807,0.428114,1.382169,2.078927,1.827645,2.071619,2.078927
28-06-2026-00-01-51,63.7,30.2,53201.0,16487.0,8798.0,0.0,500.0,14.0,0.0,0.044453,0.416415,1.335285,1.943402,1.753849,1.943402,1.943402
28-06-2026-00-01-52,63.9,30.2,52684.0,15988.0,8482.0,0.0,471.0,11.0,0.0,0.044021,0.404728,1.290616,1.835788,1.684984,1.835788,1.835788
28-06-2026-00-01-53,63.9,30.2,52174.0,15529.0,8190.0,0.0,446.0,9.0,0.0,0.043595,0.393934,1.249398,1.747123,1.622609,1.747123,1.747123
28-06-2026-00-01-54,63.8,30.2,51881.0,15254.0,7911.0,0.0,422.0,7.0,0.0,0.04335,0.387487,1.213781,1.66867,1.56675,1.66867,1.66867
28-06-2026-00-01-55,63.8,30.2,51812.0,15097.0,7648.0,0.0,400.0,6.0,0.0,0.043293,0.383891,1.182685,1.600443,1.516976,1.600443,1.600443
28-06-2026-00-01-56,63.8,30.2,50438.0,14503.0,7206.0,0.0,364.0,4.0,0.0,0.042144,0.369347,1.122019,1.49037,1.426271,1.49037,1.49037
28-06-2026-00-01-57,63.8,30.2,48216.0,13662.0,6666.0,0.0,321.0,3.0,0.0,0.040288,0.348503,1.044726,1.359389,1.313274,1.359389,1.359389
28-06-2026-00-01-58,63.8,30.2,46550.0,12951.0,6178.0,0.0,284.0,2.0,0.0,0.038896,0.331077,0.976384,1.247073,1.214332,1.247073,1.247073
28-06-2026-00-01-59,63.8,30.2,45156.0,12340.0,5740.0,0.0,254.0,1.0,0.0,0.037731,0.316135,0.915659,1.152002,1.128024,1.152002,1.152002
28-06-2026-00-02-00,63.7,30.2,44184.0,11887.0,5363.0,0.0,230.0,1.0,0.0,0.036919,0.305112,0.865264,1.076639,1.057741,1.076639,1.076639
28-06-2026-00-02-01,63.7,30.2,43334.0,11493.0,5021.0,0.0,210.0,1.0,0.0,0.036209,0.295491,0.81997,1.010932,0.995717,1.010932,1.010932
28-06-2026-00-02-02,63.9,30.2,41812.0,10880.0,4683.0,0.0,189.0,0.0,0.0,0.034937,0.280391,0.76951,0.940161,0.928172,0.940161,0.940161
28-06-2026-00-02-03,63.9,30.2,39926.0,10159.0,4356.0,0.0,170.0,0.0,0.0,0.033361,0.262569,0.717576,0.868641,0.85989,0.868641,0.868641
28-06-2026-00-02-04,63.8,30.2,38178.0,9503.0,4057.0,0.0,153.0,0.0,0.0,0.0319,0.246301,0.670065,0.805183,0.798275,0.805183,0.805183
28-06-2026-00-02-05,63.8,30.2,36469.0,8900.0,3781.0,0.0,138.0,0.0,0.0,0.030472,0.23126,0.626221,0.747474,0.74195,0.747474,0.747474
28-06-2026-00-02-06,64.0,30.2,35018.0,8511.0,3583.0,0.0,124.0,0.0,0.0,0.02926,0.221288,0.595514,0.704138,0.699528,0.704138,0.704138
28-06-2026-00-02-07,64.0,30.2,35243.0,8723.0,3528.0,0.0,115.0,0.0,0.0,0.029448,0.226254,0.594819,0.694123,0.691367,0.694123,0.694123
28-06-2026-00-02-08,63.7,30.2,35353.0,8891.0,3462.0,0.0,105.0,0.0,0.0,0.02954,0.23014,0.591723,0.682337,0.680038,0.682337,0.682337
28-06-2026-00-02-09,63.7,30.2,35407.0,9029.0,3397.0,0.0,96.0,0.0,0.0,0.029585,0.233291,0.588099,0.671306,0.669008,0.671306,0.671306
28-06-2026-00-02-10,63.9,30.2,35556.0,9334.0,3417.0,0.0,93.0,0.0,0.0,0.02971,0.240302,0.59726,0.681876,0.675425,0.681876,0.681876
28-06-2026-00-02-11,63.9,30.2,35984.0,10133.0,3669.0,0.0,103.0,1.0,0.0,0.030067,0.25869,0.641919,0.750129,0.727992,0.750129,0.750129
28-06-2026-00-02-12,63.9,30.2,37223.0,11155.0,4017.0,0.0,118.0,2.0,0.0,0.031102,0.282769,0.702328,0.836629,0.801119,0.836629,0.836629
28-06-2026-00-02-13,63.9,30.2,40249.0,12691.0,4513.0,0.0,143.0,3.0,0.0,0.033631,0.319956,0.791357,0.962428,0.911245,0.962428,0.962428
28-06-2026-00-02-14,63.7,30.2,43025.0,14073.0,4918.0,0.0,166.0,4.0,0.0,0.03595,0.353454,0.867192,1.071095,1.006527,1.071095,1.071095
28-06-2026-00-02-15,63.7,30.2,44266.0,14867.0,5171.0,0.0,184.0,5.0,0.0,0.036988,0.372396,0.912528,1.141348,1.066645,1.141348,1.141348
28-06-2026-00-02-16,63.8,30.2,46074.0,15807.0,5536.0,0.0,201.0,6.0,0.0,0.038498,0.395122,0.973384,1.223996,1.141901,1.223996,1.223996
28-06-2026-00-02-17,63.8,30.2,48319.0,16852.0,5962.0,0.0,217.0,6.0,0.0,0.040374,0.420567,1.04325,1.313489,1.225399,1.313489,1.313489
28-06-2026-00-02-18,64.0,30.2,50299.0,17620.0,6271.0,0.0,227.0,6.0,0.0,0.042028,0.439556,1.094585,1.372969,1.284879,1.372969,1.372969
